x y z
-1.631940205609491 0.33304938650315363 -0.876318823287757
0.06690889656292189 -1.1087061011489787 -1.2725672125825769
0.4762383084691954 -1.3052633775575249 -0.056418803542051865
0.7042412153936819 0.9008967563444462 1.0780904032313026
0.7777897293574734 -0.4113328498190086 0.47803518342037643
0.5847545875547895 1.7818292419403265 1.617908227712085
-0.20889932796431354 -0.29709661468850246 -0.5357354275799908
-0.008807163000472075 0.745043563859454 0.7435736456093843
1.1796331630358319 -1.0006623267580006 0.9768394968292026
-0.14416520389619597 1.129712107238727 1.238992033688805
-0.8215322198098987 0.658295954143531 0.17849711675364782
-0.4586985118614965 1.7099661231852867 2.2030278970515607
-0.16469528060188499 -0.711523398324834 -0.9349733632894798
-0.4543554882790951 -0.12094892564344441 -0.6066834618761899
0.24867591252770396 0.3871530795670396 0.5812579877340047
0.5485790341816555 0.7981127201103617 -50.21510978284609
-0.26296672959768286 -1.3864313462954445 -1.8324497474313928
0.2537484431618635 1.1134492327402152 1.2405636470707233
-0.008959440775678671 -0.31598595375865124 -0.3272949645318795
-0.23587718207899214 0.6658296699519836 0.5940229520521105
1.1774864291317362 0.34773300178873096 1.3310925030355025
-0.36532336659230513 -0.3884928640466949 -0.8538605491442258
0.5639886272712601 -0.8469411582544586 0.08234912639831293
-0.23186379854709346 -1.909673844775685 -2.4106372681075134
-0.7759001480874 0.8206315305156344 0.9964726915355553
-0.49724604570777936 -0.03815136085832472 -0.553854640101393
0.8847539735591016 -0.12639540454230178 0.8178777354305187
-0.0396246635342979 1.467246146801831 1.5744304158518703
1.5959939626529291 -1.3143510934378555 2.136132529395658
0.12351194116006255 -0.48316110282162067 -0.3287781443209991
0.09310677236472281 -0.5733760131911283 -0.39109846669826853
-0.9520769629922851 -0.8111064427408567 -2.111619251567584
-0.9856886669884397 0.7310445449312608 0.18413919917378907
-1.9196934356877007 0.2906654547092532 -3.729579874251812
0.6036495366262923 -0.6352171927358564 0.19799465994098614
-1.551095572791651 -0.7454660109005014 -2.9258931968754727
0.09982773593461379 -0.6830802519003357 -0.5476724414674798
-2.1527186808304486 0.7641521656470394 -0.25960027559365284
-0.19145429144411064 0.18163696483113512 0.002155380656604979
0.7343991699138239 0.1975658425775849 0.8706111532470945
0.17241229786537973 -1.6140342531216685 -2.356817455261908
-0.9739116235491881 -0.7464161304240866 -2.0808872382928696
0.16191890110775517 0.13919094013028455 0.28977252751482546
-0.7460001239350191 -1.956279741105323 -4.9446844084075
-1.4920178210249364 -0.3768303478713096 -23.68355727001749
0.7959326145429473 1.661170944652191 0.5016420172900351
-0.5391809166372108 -1.6316354411754552 -0.3206015552629877
-1.232200348413711 -0.37346612812640223 -1.8945729533118274
0.02750749310076403 -1.080957113570901 -1.0259364441696261
-1.6663612107640564 -1.0363210421319844 -4.355922665028709
-0.28685486742087296 1.0199627122839827 1.2869518671073168
0.25667323787555474 1.5142634857051078 1.482355286290229
0.49575322532402744 0.34679703271994267 0.7980723467226992
-0.5305586121847435 -1.1938498199968899 -2.2809487105643287
0.18886980898284125 -0.3405294174152122 -0.10056432421476338
0.06821205727568783 -0.32884718731730844 -0.2547505059308702
0.4473169513127615 1.060231812538788 0.9871012315054788
1.3735650370976442 -1.6799281794058627 1.586733976503209
0.18064189728649577 -1.5637347275502087 -1.2442029493394842
-0.2655519355378476 0.27590822556483796 0.05330929920405649
-0.733101686268629 -0.699678653977815 -1.869590243937482
-0.3916370180038643 0.13620960117877592 -0.5015284509136035
0.14296846553028394 1.2080538066910176 1.1279736300551115
-0.15219927238136338 -1.3876734593659603 -0.9227821171555701
-0.495604544990411 -1.5876825115505626 -2.3445184758996533
-0.9381943819640653 0.34879722632760923 -0.44723232945773483
-1.089525155594204 0.11915931373904592 -0.37811848908048673
0.317015368071621 1.0996427277649217 -0.09244807629387797
0.16560754045852819 0.5990576038619507 0.7074128589390578
-0.4360532763291482 -0.10901816400201084 -0.5667206990164603
1.2370008681810483 1.2457146283202758 -20.923864926317414
-0.697586320012917 -0.9793874917689878 0.13105569344464985
0.027139899862477355 -0.9801134343423809 -0.9359721871123307
-1.337157468631251 -0.8253260291439911 -2.6873335757869636
-1.2646470809662318 2.0465903459701043 2.2470572337257413
0.19369651342514904 -0.7223276665463714 -2.119086139996674
-1.2301564509518272 1.2276027242433962 -0.7876830792977378
-0.465490891117356 0.182591536431479 -0.22776485740665353
0.539115373001038 1.950028900387387 1.0929457816045796
0.846855403684398 -1.167022022647075 0.3521311165330586
-2.1345630518445984 0.011735571276025172 -2.1724598042635486
-0.3023340062081408 0.745468950133074 0.6823025177640538
0.0804130974581401 0.07935295840563551 0.15263471686468338
-0.35988999037433095 0.08839653136117899 -0.22636470908051318
0.21208643388491816 0.06687741250686627 0.2700037247968735
-0.4663713191608209 0.7894595189015242 0.5961883873622028
0.0866612819735546 -0.8448747118512221 -0.7254101194303635
-0.14400518881031704 0.2599394050378278 0.13413477255757056
-0.7993410255011024 -0.2775899923441124 -1.3343804326466233
-0.186761311006996 -0.4992548517690146 -0.7599440132987053
0.27353798885807995 0.049237746761600615 0.31409863581639474
-0.571172523403248 -0.953150108201275 -2.3510466039644924
-2.872528000714681 0.20719039893007013 -2.427518699737182
-0.07238451896532194 0.3948405643977478 0.3957644516980683
1.0717059574573244 -0.5613982251133145 1.141516494875975
0.3515918153670881 0.010395935373223707 0.3606204359986297
-1.6948460207309124 -1.3177385437094515 -4.125480522938399
1.0884131412347098 -1.105881439993656 2.566970149190415
-1.3985154601646237 -0.8169392488382418 -2.7924104548096524
-0.3730862043880779 -0.8854396474197845 -1.8645077707198685
-0.10050016534880775 0.26656254303109933 0.190781326726287
1.7097909620601397 -1.1458032607433224 1.786037405322214
-0.1262444774049213 1.2297900226320515 1.2578507102196523
-0.2304242176471284 0.8614686387851255 0.7511616342113361
